,FPR Asian,FNR Asian,FDR Asian,FOM Asian,EqualOppP Asian,EquOdds Asian,Accuracy Asian,Balanced Accuracy Asian,FPR Black,FNR Black,FDR Black,FOM Black,EqualOppP Black,EquOdds Black,Accuracy Black,Balanced Accuracy Black,FPR Hispanic,FNR Hispanic,FDR Hispanic,FOM Hispanic,EqualOppP Hispanic,EquOdds Hispanic,Accuracy Hispanic,Balanced Accuracy Hispanic,FPR White,FNR White,FDR White,FOM White,EqualOppP White,EquOdds White,Accuracy White,Balanced Accuracy White,Accuracy,Balanced Accuracy,AUC,f1,precision,recall,AP,AP Asian,AP Black,AP Hispanic,AP White,Model
0,0.0,0.5,0.0,0.05555555555555555,-0.2647058823529411,-0.15560875512995892,0.9473684210526315,0.75,0.07692307692307693,0.25,0.14285714285714285,0.14285714285714285,0.022727272727272707,0.03918687695283439,0.8571428571428571,0.8365384615384616,0.07692307692307693,0.2857142857142857,0.16666666666666666,0.14285714285714285,-0.0357142857142857,0.009966097732055187,0.85,0.8186813186813187,0.0,0.0,0.0,0.0,0.2941176470588235,0.12380300957592337,1.0,1.0,0.9113924050632911,0.8517543859649123,0.9394736842105263,0.7999999999999999,0.875,0.7368421052631579,0.8455421020535308,1.0,0.9029761904761905,0.7357142857142858,1.0,LogisticRegression
0,0.0,0.3333333333333333,0.0,0.05555555555555555,-0.27083333333333337,-0.17030038759689925,0.95,0.8333333333333333,0.0,0.125,0.0,0.07142857142857142,-0.03409090909090906,-0.048960348162475804,0.9523809523809523,0.9375,0.23076923076923078,0.0,0.3333333333333333,0.0,0.15384615384615385,0.19230769230769232,0.8421052631578947,0.8846153846153846,0.0,0.0,0.0,0.0,0.11764705882352944,0.02393980848153216,1.0,1.0,0.9367088607594937,0.9223684210526315,0.9675438596491228,0.8717948717948718,0.85,0.8947368421052632,0.8793781710857616,0.8333333333333333,0.975,0.8178571428571427,1.0,LogisticRegression
0,0.058823529411764705,0.6666666666666666,0.5,0.1111111111111111,-0.49019607843137253,-0.2156862745098039,0.85,0.6372549019607843,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0505050505050505,0.014614227380184823,0.9047619047619048,0.8888888888888888,0.0,0.16666666666666666,0.0,0.07142857142857142,0.11904761904761907,0.04865424430641823,0.9473684210526315,0.9166666666666667,0.0,0.0,0.0,0.0,0.2777777777777778,0.12698412698412698,1.0,1.0,0.9240506329113924,0.8665254237288136,0.9813559322033898,0.8333333333333334,0.9375,0.75,0.9587496286393347,0.6984126984126984,1.0000000000000002,0.976190476190476,1.0,LogisticRegression
0,0.0625,0.0,0.25,0.0,0.05882352941176472,0.014150136798905616,0.9473684210526315,0.96875,0.08333333333333333,0.0,0.1,0.0,0.09090909090909094,0.04456802063185043,0.9523809523809523,0.9583333333333333,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,-0.16666666666666663,-0.08835005574136007,0.8947368421052632,0.8782051282051282,0.1111111111111111,0.0,0.5,0.0,0.05555555555555558,0.04674796747967481,0.9,0.9444444444444444,0.9240506329113924,0.9326271186440678,0.9686440677966102,0.8636363636363635,0.7916666666666666,0.95,0.9350046971002857,1.0,1.0000000000000002,0.9242424242424242,0.8333333333333333,LogisticRegression
0,0.0,0.5,0.0,0.058823529411764705,-0.5,-0.27325581395348836,0.9444444444444444,0.75,0.08333333333333333,0.0,0.1111111111111111,0.0,0.09090909090909094,0.07648291424887171,0.95,0.9583333333333333,0.07692307692307693,0.0,0.125,0.0,0.08333333333333337,0.06925863991081385,0.95,0.9615384615384616,0.0,0.0,0.0,0.0,0.05882352941176472,0.005021520803443334,1.0,1.0,0.9615384615384616,0.9567350579839429,0.9812667261373773,0.9230769230769231,0.9,0.9473684210526315,0.9071497324756246,1.0,0.875545634920635,0.982142857142857,1.0,LogisticRegression
0,0.058823529411764705,0.5,0.5,0.058823529411764705,-0.38235294117647056,-0.20827633378932967,0.8947368421052632,0.7205882352941176,0.07692307692307693,0.125,0.125,0.07692307692307693,0.05681818181818177,0.024317437881267646,0.9047619047619048,0.8990384615384616,0.23076923076923078,0.14285714285714285,0.3333333333333333,0.09090909090909091,0.023809523809523725,0.1060127815446964,0.8,0.8131868131868132,0.0,0.0,0.0,0.0,0.17647058823529416,0.03009575923392615,1.0,1.0,0.8987341772151899,0.8793859649122806,0.9605263157894737,0.8,0.7619047619047619,0.8421052631578947,0.849315897380913,0.5833333333333333,0.975,0.7205009276437847,1.0,LogisticRegression
0,0.0,1.0,0.0,0.15,-0.875,-0.46075581395348836,0.85,0.5,0.0,0.125,0.0,0.07142857142857142,0.23863636363636365,0.09804158607350097,0.9523809523809523,0.9375,0.15384615384615385,0.16666666666666666,0.2857142857142857,0.08333333333333333,0.14102564102564108,0.14743589743589747,0.8421052631578947,0.8397435897435898,0.0,0.0,0.0,0.0,0.2941176470588235,0.12380300957592337,1.0,1.0,0.9113924050632911,0.8517543859649123,0.9333333333333333,0.7999999999999999,0.875,0.7368421052631579,0.8281768216854963,0.4444444444444444,1.0,0.7416666666666666,1.0,LogisticRegression
0,0.058823529411764705,0.0,0.25,0.0,0.23529411764705888,0.1470588235294118,0.95,0.9705882352941176,0.0,0.2222222222222222,0.0,0.14285714285714285,-0.04040404040404044,-0.030840318074360648,0.9047619047619048,0.8888888888888888,0.0,0.3333333333333333,0.0,0.13333333333333333,-0.19047619047619047,-0.10610766045548653,0.8947368421052632,0.8333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.0992063492063492,1.0,1.0,0.9367088607594937,0.8915254237288136,0.9779661016949153,0.8648648648648648,0.9411764705882353,0.8,0.9598150022492131,1.0,1.0000000000000002,0.9047619047619047,1.0,LogisticRegression
0,0.0,0.3333333333333333,0.0,0.058823529411764705,-0.27450980392156865,-0.16051071591427268,0.9473684210526315,0.8333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.08333333333333333,-0.02020202020202022,0.020927358693316127,0.9047619047619048,0.9027777777777777,0.07692307692307693,0.0,0.14285714285714285,0.0,0.1428571428571429,0.09902054467271862,0.9473684210526315,0.9615384615384616,0.0,0.0,0.0,0.0,0.11111111111111116,0.031165311653116555,1.0,1.0,0.9493670886075949,0.9330508474576271,0.9923728813559322,0.9,0.9,0.9,0.9774883063273159,1.0,0.9765432098765434,0.976190476190476,1.0,LogisticRegression
0,0.0,0.0,0.0,0.0,0.05882352941176472,0.006155950752393988,1.0,1.0,0.08333333333333333,0.125,0.125,0.08333333333333333,-0.125,-0.03147163120567376,0.9,0.8958333333333333,0.0,0.0,0.0,0.0,0.08333333333333337,0.019927536231884077,1.0,1.0,0.05555555555555555,0.0,0.3333333333333333,0.0,0.05882352941176472,0.04499442053244063,0.95,0.9722222222222222,0.9615384615384616,0.9567350579839429,0.9723461195361285,0.9230769230769231,0.9,0.9473684210526315,0.8854464357723277,1.0,0.8865936147186148,0.9999999999999998,0.8333333333333333,LogisticRegression
0,0.0,0.0,0.0,0.0,0.11764705882352944,0.0006839945280437895,1.0,1.0,0.15384615384615385,0.125,0.2222222222222222,0.08333333333333333,-0.03409090909090906,0.027962728760601123,0.8571428571428571,0.8605769230769231,0.23076923076923078,0.14285714285714285,0.3333333333333333,0.09090909090909091,-0.059523809523809534,0.06434611487802977,0.8,0.8131868131868132,0.0,0.0,0.0,0.0,0.11764705882352944,0.0006839945280437895,1.0,1.0,0.9113924050632911,0.9057017543859649,0.9394736842105263,0.8292682926829269,0.7727272727272727,0.8947368421052632,0.7608173144184225,1.0,0.7390241702741703,0.7983516483516482,1.0,LogisticRegression
0,0.058823529411764705,0.3333333333333333,0.3333333333333333,0.058823529411764705,-0.27083333333333337,-0.1292607159142727,0.9,0.803921568627451,0.0,0.125,0.0,0.07142857142857142,-0.03409090909090906,-0.048960348162475804,0.9523809523809523,0.9375,0.07692307692307693,0.0,0.14285714285714285,0.0,0.15384615384615385,0.09410801963993454,0.9473684210526315,0.9615384615384616,0.058823529411764705,0.0,0.3333333333333333,0.0,0.11764705882352944,0.06497948016415869,0.9473684210526315,0.9705882352941176,0.9367088607594937,0.9223684210526315,0.9885964912280701,0.8717948717948718,0.85,0.8947368421052632,0.9726720647773275,0.8333333333333333,0.9861111111111112,1.0,1.0,LogisticRegression
0,0.0,0.3333333333333333,0.0,0.05555555555555555,-0.0980392156862745,-0.04901960784313725,0.95,0.8333333333333333,0.0,0.3333333333333333,0.0,0.2,-0.1515151515151516,-0.0757575757575758,0.8571428571428571,0.8333333333333333,0.0,0.16666666666666666,0.0,0.07142857142857142,0.11904761904761907,0.059523809523809534,0.9473684210526315,0.9166666666666667,0.0,0.0,0.0,0.0,0.2777777777777778,0.1388888888888889,1.0,1.0,0.9367088607594937,0.875,0.9440677966101695,0.8571428571428571,1.0,0.75,0.9282492997198883,0.7666666666666666,0.9626543209876546,0.9102564102564102,1.0,LogisticRegression
0,0.0,0.6666666666666666,0.0,0.1111111111111111,-0.4313725490196078,-0.2389420884632923,0.8947368421052632,0.6666666666666666,0.0,0.1111111111111111,0.0,0.07692307692307693,0.3434343434343434,0.15044057597249086,0.9523809523809523,0.9444444444444444,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.19047619047619047,0.1228300684822424,0.8947368421052632,0.8782051282051282,0.05555555555555555,1.0,1.0,0.10526315789473684,-0.7777777777777778,-0.37330623306233063,0.85,0.4722222222222222,0.8987341772151899,0.833050847457627,0.9627118644067797,0.7777777777777777,0.875,0.7,0.8006769211180975,0.8055555555555556,1.0000000000000002,0.7027777777777778,0.5833333333333333,LogisticRegression
0,0.125,0.0,0.5,0.0,0.05882352941176472,0.08028385772913818,0.8888888888888888,0.9375,0.0,0.0,0.0,0.0,0.09090909090909094,0.013539651837524196,1.0,1.0,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,-0.1428571428571429,-0.0547061634018156,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.05882352941176472,-0.007173601147776175,1.0,1.0,0.9487179487179487,0.9482604817127565,0.9866190900981266,0.9,0.8571428571428571,0.9473684210526315,0.9629867317336762,0.8333333333333333,1.0,0.9240362811791383,1.0,LogisticRegression
0,0.11764705882352941,0.0,0.5,0.0,0.11764705882352944,0.09439124487004105,0.8947368421052632,0.9411764705882353,0.07692307692307693,0.125,0.125,0.07692307692307693,-0.03409090909090906,-0.01049880970093734,0.9047619047619048,0.8990384615384616,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,-0.059523809523809534,-0.023215259917387578,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.11764705882352944,0.012311901504787975,1.0,1.0,0.9240506329113924,0.9140350877192982,0.9666666666666667,0.8500000000000001,0.8095238095238095,0.8947368421052632,0.8440812952321903,0.5833333333333333,0.9704861111111112,0.8121315192743763,1.0,LogisticRegression
0,0.0,0.0,0.0,0.0,0.125,0.03924418604651163,1.0,1.0,0.07692307692307693,0.125,0.125,0.07692307692307693,-0.03409090909090906,0.010777786043743506,0.9047619047619048,0.8990384615384616,0.07692307692307693,0.0,0.14285714285714285,0.0,0.15384615384615385,0.10474631751227496,0.9473684210526315,0.9615384615384616,0.0,0.5,0.0,0.05555555555555555,-0.4411764705882353,-0.243844049247606,0.9473684210526315,0.75,0.9493670886075949,0.9307017543859649,0.9842105263157895,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.9469402627228107,1.0,0.9317956349206349,1.0,1.0,LogisticRegression
0,0.0,0.6666666666666666,0.0,0.10526315789473684,-0.5490196078431373,-0.32212885154061627,0.9,0.6666666666666666,0.0,0.1111111111111111,0.0,0.07692307692307693,0.16161616161616155,0.03825488931871907,0.9523809523809523,0.9444444444444444,0.23076923076923078,0.16666666666666666,0.375,0.09090909090909091,0.04761904761904767,0.12832457397674793,0.7894736842105263,0.8012820512820513,0.058823529411764705,0.0,0.3333333333333333,0.0,0.2222222222222222,0.10480859010270774,0.9473684210526315,0.9705882352941176,0.8987341772151899,0.8661016949152542,0.9474576271186441,0.8000000000000002,0.8,0.8,0.8409761040776955,1.0,1.0000000000000002,0.7821428571428571,0.5833333333333333,LogisticRegression
0,0.0,0.0,0.0,0.0,0.05882352941176472,0.006155950752393988,1.0,1.0,0.08333333333333333,0.0,0.1,0.0,0.09090909090909094,0.07648291424887171,0.9523809523809523,0.9583333333333333,0.0,0.16666666666666666,0.0,0.07142857142857142,-0.16666666666666663,-0.10507246376811592,0.9473684210526315,0.9166666666666667,0.05555555555555555,0.0,0.3333333333333333,0.0,0.05555555555555558,0.04336043360433606,0.95,0.9722222222222222,0.9620253164556962,0.958050847457627,0.9779661016949153,0.9268292682926829,0.9047619047619048,0.95,0.914132116615636,1.0,0.9060405643738978,0.9583333333333333,1.0,LogisticRegression
0,0.0625,0.5,0.5,0.0625,-0.32352941176470584,-0.13051470588235292,0.8888888888888888,0.71875,0.0,0.25,0.0,0.14285714285714285,-0.06818181818181823,-0.04472920696324954,0.9,0.875,0.0,0.14285714285714285,0.0,0.07142857142857142,0.1071428571428571,0.042701863354037244,0.95,0.9285714285714286,0.0,0.0,0.0,0.0,0.23529411764705888,0.10545193687230993,1.0,1.0,0.9358974358974359,0.8862622658340767,0.9473684210526315,0.8571428571428572,0.9375,0.7894736842105263,0.9235784854979898,0.6111111111111112,0.975,0.9340659340659339,1.0,LogisticRegression
0,0.0,1.0,0.0,0.10526315789473684,-0.8235294117647058,-0.4350205198358413,0.8947368421052632,0.5,0.15384615384615385,0.25,0.25,0.15384615384615385,0.022727272727272707,0.08828671328671328,0.8095238095238095,0.7980769230769231,0.0,0.14285714285714285,0.0,0.07142857142857142,0.19047619047619047,0.07396149949341438,0.95,0.9285714285714286,0.0,0.0,0.0,0.0,0.2941176470588235,0.12380300957592337,1.0,1.0,0.9113924050632911,0.8517543859649123,0.9640350877192982,0.7999999999999999,0.875,0.7368421052631579,0.873047976005447,0.6666666666666666,0.8552579365079365,0.9999999999999998,1.0,LogisticRegression
0,0.058823529411764705,0.3333333333333333,0.3333333333333333,0.058823529411764705,-0.20833333333333337,-0.12126652986776107,0.9,0.803921568627451,0.0,0.125,0.0,0.07142857142857142,0.05681818181818177,-0.024782398452611244,0.9523809523809523,0.9375,0.15384615384615385,0.16666666666666666,0.2857142857142857,0.08333333333333333,-0.012820512820512775,0.038597926895799266,0.8421052631578947,0.8397435897435898,0.11764705882352941,0.0,0.5,0.0,0.17647058823529416,0.11217510259917923,0.8947368421052632,0.9411764705882353,0.8987341772151899,0.8793859649122806,0.974561403508772,0.8,0.7619047619047619,0.8421052631578947,0.9392775416802872,0.8666666666666667,1.0,0.9444444444444444,0.75,LogisticRegression
0,0.058823529411764705,0.0,0.25,0.0,0.05882352941176472,0.023109243697479,0.95,0.9705882352941176,0.0,0.1111111111111111,0.0,0.07692307692307693,-0.11111111111111116,-0.09810874704491729,0.9523809523809523,0.9444444444444444,0.23076923076923078,0.0,0.3333333333333333,0.0,0.0714285714285714,0.1402293358815098,0.8421052631578947,0.8846153846153846,0.0,0.0,0.0,0.0,0.05555555555555558,-0.019841269841269826,1.0,1.0,0.9367088607594937,0.9411016949152542,0.9694915254237289,0.8837209302325583,0.8260869565217391,0.95,0.8577556948348023,0.6388888888888888,0.9797979797979799,0.8178571428571427,1.0,LogisticRegression
0,0.125,0.3333333333333333,0.5,0.06666666666666667,-0.21568627450980393,-0.06859895120839034,0.8421052631578947,0.7708333333333333,0.16666666666666666,0.0,0.18181818181818182,0.0,0.2727272727272727,0.19842037395228884,0.9047619047619048,0.9166666666666667,0.0,0.3333333333333333,0.0,0.13333333333333333,-0.261904761904762,-0.1744306418219462,0.8947368421052632,0.8333333333333333,0.0,0.0,0.0,0.0,0.16666666666666663,0.034552845528455264,1.0,1.0,0.9113924050632911,0.8911016949152541,0.9474576271186441,0.8292682926829269,0.8095238095238095,0.85,0.9197382478632481,0.7666666666666666,0.9765432098765434,0.876984126984127,1.0,LogisticRegression
0,0.0,0.5,0.0,0.058823529411764705,-0.32352941176470584,-0.1733926128590971,0.9444444444444444,0.75,0.0,0.25,0.0,0.14285714285714285,-0.06818181818181823,-0.04472920696324954,0.9,0.875,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.1071428571428571,0.09203296703296701,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.23529411764705888,0.10545193687230993,1.0,1.0,0.9358974358974359,0.8862622658340767,0.9661016949152542,0.8571428571428572,0.9375,0.7894736842105263,0.8880741872777882,0.8333333333333333,1.0,0.7919294990723562,1.0,LogisticRegression
0,0.0,0.0,0.0,0.0,0.11764705882352944,0.05882352941176472,1.0,1.0,0.0,0.125,0.0,0.07142857142857142,-0.03409090909090906,-0.01704545454545453,0.9523809523809523,0.9375,0.0,0.14285714285714285,0.0,0.07142857142857142,-0.059523809523809534,-0.029761904761904767,0.95,0.9285714285714286,0.0,0.0,0.0,0.0,0.11764705882352944,0.05882352941176472,1.0,1.0,0.9746835443037974,0.9473684210526316,0.9631578947368421,0.9444444444444444,1.0,0.8947368421052632,0.9511500974658866,1.0,0.9861111111111112,0.9159663865546217,1.0,LogisticRegression
0,0.058823529411764705,0.3333333333333333,0.3333333333333333,0.058823529411764705,-0.20833333333333337,-0.10963862289101689,0.9,0.803921568627451,0.07692307692307693,0.125,0.125,0.07692307692307693,0.05681818181818177,0.03495573575360807,0.9047619047619048,0.8990384615384616,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,-0.012820512820512775,0.0001363884342608021,0.8947368421052632,0.8782051282051282,0.058823529411764705,0.0,0.3333333333333333,0.0,0.17647058823529416,0.08276333789329687,0.9473684210526315,0.9705882352941176,0.9113924050632911,0.887719298245614,0.9394736842105262,0.8205128205128205,0.8,0.8421052631578947,0.7927553640477449,0.7777777777777777,0.8136769480519481,0.7999999999999999,1.0,LogisticRegression
0,0.0,0.0,0.0,0.0,0.11764705882352944,0.03501400560224091,1.0,1.0,0.08333333333333333,0.2222222222222222,0.125,0.15384615384615385,-0.2222222222222222,-0.08008274231678486,0.8571428571428571,0.8472222222222222,0.07692307692307693,0.0,0.14285714285714285,0.0,0.1428571428571429,0.09902054467271862,0.9473684210526315,0.9615384615384616,0.0,0.0,0.0,0.0,0.11111111111111116,0.03174603174603177,1.0,1.0,0.9493670886075949,0.9330508474576271,0.9898305084745763,0.9,0.9,0.9,0.9690536884090024,1.0,0.9535634118967453,0.9484126984126984,1.0,LogisticRegression
0,0.0,0.6666666666666666,0.0,0.1111111111111111,-0.607843137254902,-0.3388052895576836,0.8947368421052632,0.6666666666666666,0.08333333333333333,0.0,0.1,0.0,0.2727272727272727,0.15675370728562216,0.9523809523809523,0.9583333333333333,0.15384615384615385,0.16666666666666666,0.2857142857142857,0.08333333333333333,-0.023809523809523725,0.05414874980092377,0.8421052631578947,0.8397435897435898,0.0,0.0,0.0,0.0,0.16666666666666663,0.04674796747967478,1.0,1.0,0.9240506329113924,0.8995762711864407,0.9669491525423728,0.85,0.85,0.85,0.8986058693198786,1.0,1.0000000000000002,0.7583333333333333,1.0,LogisticRegression
0,0.0625,0.5,0.5,0.0625,-0.38235294117647056,-0.18318228454172364,0.8888888888888888,0.71875,0.0,0.125,0.0,0.07692307692307693,0.05681818181818177,-0.0035058027079303902,0.95,0.9375,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.023809523809523725,0.028627169931517718,0.9,0.8901098901098901,0.05555555555555555,0.0,0.3333333333333333,0.0,0.17647058823529416,0.09162282799298582,0.95,0.9722222222222222,0.9230769230769231,0.8956289027653881,0.9759143621766281,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9207432410618004,0.5,1.0,0.982142857142857,0.8333333333333333,LogisticRegression
0,0.058823529411764705,0.0,0.3333333333333333,0.0,0.05882352941176472,0.03556771545827634,0.9473684210526315,0.9705882352941176,0.07692307692307693,0.0,0.1111111111111111,0.0,0.09090909090909094,0.06263948817140308,0.9523809523809523,0.9615384615384616,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,-0.1428571428571429,-0.05424362871171384,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.05882352941176472,-0.005471956224350198,1.0,1.0,0.9493670886075949,0.9486842105263158,0.9666666666666667,0.9,0.8571428571428571,0.9473684210526315,0.9530604414505339,0.8333333333333333,1.0,0.9238095238095236,1.0,LogisticRegression
