,FPR Asian,FNR Asian,FDR Asian,FOM Asian,EqualOppP Asian,EquOdds Asian,Accuracy Asian,Balanced Accuracy Asian,FPR Black,FNR Black,FDR Black,FOM Black,EqualOppP Black,EquOdds Black,Accuracy Black,Balanced Accuracy Black,FPR Hispanic,FNR Hispanic,FDR Hispanic,FOM Hispanic,EqualOppP Hispanic,EquOdds Hispanic,Accuracy Hispanic,Balanced Accuracy Hispanic,FPR White,FNR White,FDR White,FOM White,EqualOppP White,EquOdds White,Accuracy White,Balanced Accuracy White,Accuracy,Balanced Accuracy,AUC,f1,precision,recall,AP,FPR,FNR,AP Asian,AP Black,AP Hispanic,AP White,Feature_Set
0,0.058823529411764705,0.0,0.3333333333333333,0.0,0.23529411764705888,0.11217510259917923,0.9473684210526315,0.9705882352941176,0.07692307692307693,0.25,0.14285714285714285,0.14285714285714285,-0.06818181818181823,-0.027544264246391927,0.8571428571428571,0.8365384615384616,0.15384615384615385,0.2857142857142857,0.2857142857142857,0.15384615384615385,-0.11904761904761907,-0.003877328345413461,0.8,0.7802197802197802,0.0,0.0,0.0,0.0,0.23529411764705888,0.0711354309165527,1.0,1.0,0.8987341772151899,0.8614035087719298,0.9219298245614035,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.820603566050242,0.06666666666666667,0.21052631578947367,0.8333333333333333,0.9144230769230769,0.7153170359052712,1.0,Ttest features with all ethnicities
0,0.058823529411764705,0.3333333333333333,0.3333333333333333,0.058823529411764705,-0.27083333333333337,-0.1408886228910169,0.9,0.803921568627451,0.0,0.125,0.0,0.07142857142857142,-0.03409090909090906,-0.05959864603481623,0.9523809523809523,0.9375,0.23076923076923078,0.0,0.3333333333333333,0.0,0.15384615384615385,0.1816693944353519,0.8421052631578947,0.8846153846153846,0.0,0.0,0.0,0.0,0.11764705882352944,0.012311901504787975,1.0,1.0,0.9240506329113924,0.9140350877192982,0.9701754385964911,0.8500000000000001,0.8095238095238095,0.8947368421052632,0.8353224393921059,0.06666666666666667,0.10526315789473684,0.9166666666666665,0.975,0.7166666666666667,1.0,Ttest features with all ethnicities
0,0.0,0.3333333333333333,0.0,0.05555555555555555,-0.21568627450980393,-0.11974789915966387,0.95,0.8333333333333333,0.0,0.0,0.0,0.0,0.2727272727272727,0.12572533849129594,1.0,1.0,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,-0.023809523809523725,0.0265567765567766,0.8947368421052632,0.8782051282051282,0.0,0.5,0.0,0.05555555555555555,-0.38888888888888884,-0.20634920634920634,0.9473684210526315,0.75,0.9493670886075949,0.9165254237288136,0.9694915254237289,0.8947368421052632,0.9444444444444444,0.85,0.9505465437429494,0.01694915254237288,0.15,0.7666666666666666,1.0,0.9444444444444444,1.0,Ttest features with all ethnicities
0,0.1875,0.0,0.5,0.0,0.05882352941176472,0.0882780437756498,0.8421052631578947,0.90625,0.08333333333333333,0.0,0.1,0.0,0.09090909090909094,0.033929722759510006,0.9523809523809523,0.9583333333333333,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,-0.16666666666666663,-0.09921962095875136,0.8947368421052632,0.8782051282051282,0.05555555555555555,0.0,0.3333333333333333,0.0,0.05555555555555558,-0.005420054200541993,0.95,0.9722222222222222,0.9113924050632911,0.9241525423728814,0.9694915254237289,0.8444444444444444,0.76,0.95,0.9251437466077561,0.1016949152542373,0.05,0.7555555555555555,0.9888888888888889,0.9444444444444444,1.0,Ttest features with all ethnicities
0,0.0,0.5,0.0,0.058823529411764705,-0.5,-0.27325581395348836,0.9444444444444444,0.75,0.08333333333333333,0.0,0.1111111111111111,0.0,0.09090909090909094,0.07648291424887171,0.95,0.9583333333333333,0.07692307692307693,0.0,0.125,0.0,0.08333333333333337,0.06925863991081385,0.95,0.9615384615384616,0.0,0.0,0.0,0.0,0.05882352941176472,0.005021520803443334,1.0,1.0,0.9615384615384616,0.9567350579839429,0.9776984834968777,0.9230769230769231,0.9,0.9473684210526315,0.8470620131773791,0.03389830508474576,0.05263157894736842,1.0,0.7713789682539682,0.9821428571428572,1.0,Ttest features with all ethnicities
0,0.058823529411764705,0.0,0.3333333333333333,0.0,0.11764705882352944,0.030095759233926142,0.9473684210526315,0.9705882352941176,0.07692307692307693,0.125,0.125,0.07692307692307693,-0.03409090909090906,-0.031775405445618195,0.9047619047619048,0.8990384615384616,0.3076923076923077,0.14285714285714285,0.4,0.1,-0.059523809523809534,0.10280765333956823,0.75,0.7747252747252746,0.0,0.0,0.0,0.0,0.11764705882352944,-0.010943912448700396,1.0,1.0,0.8987341772151899,0.8973684210526316,0.962280701754386,0.8095238095238095,0.7391304347826086,0.8947368421052632,0.9059294077095932,0.1,0.10526315789473684,0.5833333333333333,0.975,0.9238095238095236,1.0,Ttest features with all ethnicities
0,0.0,1.0,0.0,0.15,-0.875,-0.46075581395348836,0.85,0.5,0.0,0.0,0.0,0.0,0.4545454545454546,0.20599613152804644,1.0,1.0,0.15384615384615385,0.16666666666666666,0.2857142857142857,0.08333333333333333,0.14102564102564108,0.14743589743589747,0.8421052631578947,0.8397435897435898,0.0,0.5,0.0,0.05555555555555555,-0.2647058823529411,-0.15560875512995892,0.9473684210526315,0.75,0.9113924050632911,0.8517543859649123,0.9157894736842105,0.7999999999999999,0.875,0.7368421052631579,0.8043604170647154,0.03333333333333333,0.2631578947368421,0.7575757575757576,1.0,0.6954365079365079,1.0,Ttest features with all ethnicities
0,0.0,0.0,0.0,0.0,0.23529411764705888,0.11764705882352944,1.0,1.0,0.0,0.2222222222222222,0.0,0.14285714285714285,-0.04040404040404044,-0.02020202020202022,0.9047619047619048,0.8888888888888888,0.0,0.3333333333333333,0.0,0.13333333333333333,-0.19047619047619047,-0.09523809523809523,0.8947368421052632,0.8333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,1.0,1.0,0.9493670886075949,0.9,0.971186440677966,0.888888888888889,1.0,0.8,0.9482167832167836,0.0,0.2,1.0,0.9888888888888889,0.8968253968253969,1.0,Ttest features with all ethnicities
0,0.0625,0.0,0.25,0.0,0.0,0.007994186046511628,0.9473684210526315,0.96875,0.08333333333333333,0.0,0.1,0.0,0.0,0.020390070921985814,0.9523809523809523,0.9583333333333333,0.07692307692307693,0.0,0.14285714285714285,0.0,0.0,0.016722408026755856,0.9473684210526315,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,-0.036585365853658534,1.0,1.0,0.9620253164556962,0.9745762711864407,0.9906779661016949,0.9302325581395349,0.8695652173913043,1.0,0.969943924539513,0.05084745762711865,0.0,1.0,0.9765432098765432,0.9150793650793649,1.0,Ttest features with all ethnicities
0,0.0625,0.0,0.3333333333333333,0.0,0.05882352941176472,0.025778043775649802,0.9444444444444444,0.96875,0.08333333333333333,0.125,0.125,0.08333333333333333,-0.125,-0.05274822695035461,0.9,0.8958333333333333,0.07692307692307693,0.0,0.125,0.0,0.08333333333333337,0.04751950947603124,0.95,0.9615384615384616,0.05555555555555555,0.0,0.3333333333333333,0.0,0.05882352941176472,0.0206041766300016,0.95,0.9722222222222222,0.9358974358974359,0.93978590544157,0.9536128456735057,0.8780487804878049,0.8181818181818182,0.9473684210526315,0.9185114701531516,0.06779661016949153,0.05263157894736842,1.0,0.9040178571428572,0.9999999999999998,1.0,Ttest features with all ethnicities
0,0.0,0.0,0.0,0.0,0.05882352941176472,-0.02872777017783857,1.0,1.0,0.15384615384615385,0.0,0.2,0.0,0.09090909090909094,0.09046272876060113,0.9047619047619048,0.9230769230769231,0.23076923076923078,0.14285714285714285,0.3333333333333333,0.09090909090909091,-0.1428571428571429,0.022679448211363085,0.8,0.8131868131868132,0.0,0.0,0.0,0.0,0.05882352941176472,-0.02872777017783857,1.0,1.0,0.9240506329113924,0.9320175438596491,0.9614035087719298,0.8571428571428571,0.782608695652174,0.9473684210526315,0.8644541456360004,0.08333333333333333,0.05263157894736842,1.0,0.8227678571428572,0.8395485466914037,1.0,Ttest features with all ethnicities
0,0.11764705882352941,0.0,0.4,0.0,0.0625,0.04356190150478796,0.9,0.9411764705882353,0.0,0.125,0.0,0.07142857142857142,-0.125,-0.12632978723404253,0.9523809523809523,0.9375,0.23076923076923078,0.0,0.3333333333333333,0.0,0.07692307692307687,0.12193126022913256,0.8421052631578947,0.8846153846153846,0.058823529411764705,0.0,0.3333333333333333,0.0,0.05882352941176472,0.0006839945280437826,0.9473684210526315,0.9705882352941176,0.9113924050632911,0.9236842105263158,0.9894736842105263,0.8372093023255814,0.75,0.9473684210526315,0.9743883119169159,0.1,0.05263157894736842,0.8666666666666667,0.9861111111111112,1.0,1.0,Ttest features with all ethnicities
0,0.0,0.3333333333333333,0.0,0.05555555555555555,-0.21568627450980393,-0.11974789915966387,0.95,0.8333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.07070707070707061,0.07702020202020196,0.9047619047619048,0.9027777777777777,0.0,0.16666666666666666,0.0,0.07142857142857142,-0.023809523809523725,-0.022774327122153167,0.9473684210526315,0.9166666666666667,0.0,0.0,0.0,0.0,0.16666666666666663,0.07142857142857141,1.0,1.0,0.9493670886075949,0.9165254237288136,0.9228813559322033,0.8947368421052632,0.9444444444444444,0.85,0.9119048495793853,0.01694915254237288,0.15,0.7666666666666666,0.9626543209876544,0.8921568627450981,1.0,Ttest features with all ethnicities
0,0.0625,0.3333333333333333,0.3333333333333333,0.0625,-0.03921568627450989,-0.011613657090743315,0.8947368421052632,0.8020833333333333,0.0,0.2222222222222222,0.0,0.14285714285714285,0.14141414141414144,0.038792177090049444,0.9047619047619048,0.8888888888888888,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.19047619047619047,0.11196050326485109,0.8947368421052632,0.8782051282051282,0.05555555555555555,1.0,1.0,0.10526315789473684,-0.7777777777777778,-0.38550135501355015,0.85,0.4722222222222222,0.8860759493670886,0.8245762711864406,0.9491525423728814,0.7567567567567567,0.8235294117647058,0.7,0.7412184892420961,0.05084745762711865,0.3,0.7555555555555555,1.0,0.7166666666666667,0.5833333333333333,Ttest features with all ethnicities
0,0.0625,0.0,0.3333333333333333,0.0,0.05882352941176472,0.049033857729138174,0.9444444444444444,0.96875,0.0,0.0,0.0,0.0,0.09090909090909094,0.02417794970986462,1.0,1.0,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,-0.1428571428571429,-0.04383659818442429,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.05882352941176472,0.005021520803443334,1.0,1.0,0.9615384615384616,0.9567350579839429,0.9696699375557538,0.9230769230769231,0.9,0.9473684210526315,0.9151122378065508,0.03389830508474576,0.05263157894736842,0.8333333333333333,1.0,0.8486394557823129,1.0,Ttest features with all ethnicities
0,0.11764705882352941,0.0,0.5,0.0,0.05882352941176472,0.05335157318741451,0.8947368421052632,0.9411764705882353,0.07692307692307693,0.0,0.1111111111111111,0.0,0.09090909090909094,0.04136289242672223,0.9523809523809523,0.9615384615384616,0.15384615384615385,0.14285714285714285,0.25,0.08333333333333333,-0.1428571428571429,-0.0264203881225158,0.85,0.8516483516483516,0.0,0.0,0.0,0.0,0.05882352941176472,-0.02872777017783857,1.0,1.0,0.9240506329113924,0.9320175438596491,0.9605263157894737,0.8571428571428571,0.782608695652174,0.9473684210526315,0.8393793449683951,0.08333333333333333,0.05263157894736842,0.5833333333333333,0.9861111111111112,0.7843537414965986,1.0,Ttest features with all ethnicities
0,0.0,0.0,0.0,0.0,0.0625,0.007994186046511628,1.0,1.0,0.07692307692307693,0.125,0.125,0.07692307692307693,-0.125,-0.03467675941080196,0.9047619047619048,0.8990384615384616,0.07692307692307693,0.0,0.14285714285714285,0.0,0.07692307692307687,0.06628477905073647,0.9473684210526315,0.9615384615384616,0.0,0.0,0.0,0.0,0.05882352941176472,0.006155950752393988,1.0,1.0,0.9620253164556962,0.9570175438596491,0.9850877192982456,0.9230769230769231,0.9,0.9473684210526315,0.9640504770698672,0.03333333333333333,0.05263157894736842,1.0,0.9704861111111112,1.0,1.0,Ttest features with all ethnicities
0,0.0,0.3333333333333333,0.0,0.05555555555555555,-0.21568627450980393,-0.1673669467787115,0.95,0.8333333333333333,0.0,0.1111111111111111,0.0,0.07692307692307693,0.07070707070707061,-0.017837954008166824,0.9523809523809523,0.9444444444444444,0.3076923076923077,0.16666666666666666,0.4444444444444444,0.1,-0.023809523809523725,0.1310718267240007,0.7368421052631579,0.7628205128205128,0.058823529411764705,0.0,0.3333333333333333,0.0,0.16666666666666663,0.06512605042016806,0.9473684210526315,0.9705882352941176,0.8987341772151899,0.8826271186440677,0.95,0.8095238095238095,0.7727272727272727,0.85,0.8963580417344805,0.0847457627118644,0.15,1.0,0.9513888888888888,0.8617424242424241,0.8333333333333333,Ttest features with all ethnicities
0,0.0625,0.0,0.25,0.0,0.05882352941176472,0.049033857729138174,0.9473684210526315,0.96875,0.08333333333333333,0.0,0.1,0.0,0.09090909090909094,0.07648291424887171,0.9523809523809523,0.9583333333333333,0.0,0.16666666666666666,0.0,0.07142857142857142,-0.16666666666666663,-0.10507246376811592,0.9473684210526315,0.9166666666666667,0.0,0.0,0.0,0.0,0.05555555555555558,0.003387533875338765,1.0,1.0,0.9620253164556962,0.958050847457627,0.9771186440677966,0.9268292682926829,0.9047619047619048,0.95,0.9393392076190066,0.03389830508474576,0.05,1.0,0.9282627865961199,0.9583333333333334,1.0,Ttest features with all ethnicities
0,0.125,0.5,0.6666666666666666,0.06666666666666667,-0.38235294117647056,-0.14030437756497946,0.8333333333333334,0.6875,0.0,0.125,0.0,0.07692307692307693,0.05681818181818177,-0.0035058027079303902,0.95,0.9375,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.023809523809523725,0.028627169931517718,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.17647058823529416,0.051649928263988544,1.0,1.0,0.9230769230769231,0.8956289027653881,0.9259589652096342,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.9050818774781053,0.05084745762711865,0.15789473684210525,0.5909090909090909,0.975,0.9196428571428571,1.0,Ttest features with all ethnicities
0,0.0,0.5,0.0,0.05555555555555555,-0.4411764705882353,-0.23221614227086182,0.9473684210526315,0.75,0.07692307692307693,0.125,0.125,0.07692307692307693,-0.03409090909090906,0.021416083916083933,0.9047619047619048,0.8990384615384616,0.0,0.0,0.0,0.0,0.16666666666666663,0.07269503546099289,1.0,1.0,0.0,0.0,0.0,0.0,0.11764705882352944,0.04719562243502053,1.0,1.0,0.9620253164556962,0.9390350877192982,0.987719298245614,0.918918918918919,0.9444444444444444,0.8947368421052632,0.9395926496240166,0.016666666666666666,0.10526315789473684,1.0,0.9067956349206349,0.9999999999999998,1.0,Ttest features with all ethnicities
0,0.11764705882352941,0.3333333333333333,0.5,0.0625,-0.20833333333333337,-0.08022685818513453,0.85,0.7745098039215685,0.0,0.125,0.0,0.07142857142857142,0.05681818181818177,-0.024782398452611244,0.9523809523809523,0.9375,0.15384615384615385,0.16666666666666666,0.2857142857142857,0.08333333333333333,-0.012820512820512775,0.038597926895799266,0.8421052631578947,0.8397435897435898,0.058823529411764705,0.0,0.3333333333333333,0.0,0.17647058823529416,0.0711354309165527,0.9473684210526315,0.9705882352941176,0.8987341772151899,0.8793859649122806,0.9614035087719298,0.8,0.7619047619047619,0.8421052631578947,0.9151057791537667,0.08333333333333333,0.15789473684210525,0.7555555555555555,0.975,0.9055555555555554,0.8333333333333333,Ttest features with all ethnicities
0,0.058823529411764705,0.0,0.25,0.0,0.05882352941176472,0.023109243697479,0.95,0.9705882352941176,0.0,0.1111111111111111,0.0,0.07692307692307693,-0.11111111111111116,-0.09810874704491729,0.9523809523809523,0.9444444444444444,0.23076923076923078,0.0,0.3333333333333333,0.0,0.0714285714285714,0.1402293358815098,0.8421052631578947,0.8846153846153846,0.0,0.0,0.0,0.0,0.05555555555555558,-0.019841269841269826,1.0,1.0,0.9367088607594937,0.9411016949152542,0.9720338983050848,0.8837209302325583,0.8260869565217391,0.95,0.8641916711391997,0.06779661016949153,0.05,0.6388888888888888,0.9797979797979799,0.8178571428571427,1.0,Ttest features with all ethnicities
0,0.125,0.3333333333333333,0.5,0.06666666666666667,-0.21568627450980393,-0.06859895120839034,0.8421052631578947,0.7708333333333333,0.16666666666666666,0.0,0.18181818181818182,0.0,0.2727272727272727,0.19842037395228884,0.9047619047619048,0.9166666666666667,0.0,0.3333333333333333,0.0,0.13333333333333333,-0.261904761904762,-0.1744306418219462,0.8947368421052632,0.8333333333333333,0.0,0.0,0.0,0.0,0.16666666666666663,0.034552845528455264,1.0,1.0,0.9113924050632911,0.8911016949152541,0.9491525423728814,0.8292682926829269,0.8095238095238095,0.85,0.9281693452746085,0.06779661016949153,0.15,0.8333333333333333,1.0,0.8680555555555556,1.0,Ttest features with all ethnicities
0,0.0625,0.0,0.3333333333333333,0.0,0.05882352941176472,0.03740595075239399,0.9444444444444444,0.96875,0.0,0.0,0.0,0.0,0.09090909090909094,0.013539651837524196,1.0,1.0,0.15384615384615385,0.14285714285714285,0.25,0.08333333333333333,-0.1428571428571429,-0.005375059722885822,0.85,0.8516483516483516,0.0,0.0,0.0,0.0,0.05882352941176472,-0.007173601147776175,1.0,1.0,0.9487179487179487,0.9482604817127565,0.9661016949152542,0.9,0.8571428571428571,0.9473684210526315,0.8483643343620111,0.05084745762711865,0.05263157894736842,0.8333333333333333,1.0,0.7919294990723562,1.0,Ttest features with all ethnicities
0,0.11764705882352941,0.0,0.5,0.0,0.11764705882352944,0.10601915184678523,0.8947368421052632,0.9411764705882353,0.0,0.125,0.0,0.07142857142857142,-0.03409090909090906,-0.048960348162475804,0.9523809523809523,0.9375,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.07692307692307693,-0.059523809523809534,-0.012576962045047154,0.9,0.8901098901098901,0.0,0.0,0.0,0.0,0.11764705882352944,0.02393980848153216,1.0,1.0,0.9367088607594937,0.9223684210526315,0.9526315789473684,0.8717948717948718,0.85,0.8947368421052632,0.9404134274565867,0.05,0.10526315789473684,0.8333333333333333,0.9861111111111112,0.9126984126984126,1.0,Ttest features with all ethnicities
0,0.058823529411764705,0.3333333333333333,0.3333333333333333,0.058823529411764705,-0.20833333333333337,-0.09801071591427271,0.9,0.803921568627451,0.07692307692307693,0.125,0.125,0.07692307692307693,0.05681818181818177,0.045594033625948494,0.9047619047619048,0.8990384615384616,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.07692307692307693,-0.012820512820512775,0.010774686306601226,0.8947368421052632,0.8782051282051282,0.0,0.0,0.0,0.0,0.17647058823529416,0.05335157318741452,1.0,1.0,0.9240506329113924,0.8960526315789473,0.9017543859649122,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.7322032508255417,0.05,0.15789473684210525,0.7435897435897436,0.8413576007326008,0.6685897435897437,1.0,Ttest features with all ethnicities
0,0.0,0.0,0.0,0.0,0.05882352941176472,0.005602240896358551,1.0,1.0,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.08333333333333333,-0.11111111111111116,-0.024527186761229343,0.9047619047619048,0.9027777777777777,0.07692307692307693,0.0,0.14285714285714285,0.0,0.0714285714285714,0.06330625895843286,0.9473684210526315,0.9615384615384616,0.0,0.0,0.0,0.0,0.05555555555555558,0.003968253968253982,1.0,1.0,0.9620253164556962,0.958050847457627,0.9889830508474576,0.9268292682926829,0.9047619047619048,0.95,0.9664393093240351,0.03389830508474576,0.05,1.0,0.9626543209876544,0.9484126984126984,1.0,Ttest features with all ethnicities
0,0.0,0.3333333333333333,0.0,0.058823529411764705,-0.27450980392156865,-0.18376652986776107,0.9473684210526315,0.8333333333333333,0.08333333333333333,0.0,0.1,0.0,0.18181818181818177,0.10066086395873627,0.9523809523809523,0.9583333333333333,0.23076923076923078,0.16666666666666666,0.375,0.09090909090909091,-0.09523809523809523,0.05689600254817648,0.7894736842105263,0.8012820512820513,0.0,0.0,0.0,0.0,0.11111111111111116,0.00677506775067753,1.0,1.0,0.9240506329113924,0.9161016949152543,0.978813559322034,0.8571428571428572,0.8181818181818182,0.9,0.9428001948153553,0.06779661016949153,0.1,1.0,1.0,0.8432900432900432,1.0,Ttest features with all ethnicities
